path,x1,y1,x2,y2
3037 roof tile 1x4 372R.png,56,47,380,352
3037 roof tile 1x4 245R.png,9,49,350,386
3037 roof tile 1x4 249R.png,56,94,314,261
3037 roof tile 1x4 067R.png,90,67,302,393
3037 roof tile 1x4 041R.png,93,93,307,319
3037 roof tile 1x4 321R.png,68,14,273,391
3037 roof tile 1x4 301R.png,45,123,330,356
3037 roof tile 1x4 327L.png,0,47,382,332
3037 roof tile 1x4 104R.png,61,28,299,350
3037 roof tile 1x4 309R.png,12,52,368,363
3037 roof tile 1x4 066R.png,87,3,256,391
3037 roof tile 1x4 227R.png,88,56,306,323
3037 roof tile 1x4 073R.png,84,81,319,352
3037 roof tile 1x4 079L.png,52,1,349,400
3037 roof tile 1x4 200L.png,65,14,347,333
3037 roof tile 1x4 319R.png,12,78,365,266
3037 roof tile 1x4 251R.png,35,39,353,379
3037 roof tile 1x4 193L.png,14,94,363,305
3037 roof tile 1x4 237L.png,2,0,389,400
3037 roof tile 1x4 286R.png,6,122,387,261
3037 roof tile 1x4 299R.png,91,21,308,373
3037 roof tile 1x4 355R.png,117,15,283,369
3037 roof tile 1x4 170L.png,46,41,357,306
3037 roof tile 1x4 141R.png,13,85,353,292
3037 roof tile 1x4 043L.png,18,88,400,297
3037 roof tile 1x4 024L.png,4,83,381,299
3037 roof tile 1x4 297R.png,38,94,377,303
3037 roof tile 1x4 153R.png,29,68,376,294
3037 roof tile 1x4 119R.png,26,50,381,323
3037 roof tile 1x4 084L.png,8,65,400,285
3037 roof tile 1x4 274L.png,44,0,368,400
3037 roof tile 1x4 237R.png,94,2,261,386
3037 roof tile 1x4 250L.png,12,108,400,301
3037 roof tile 1x4 335R.png,139,5,335,393
3037 roof tile 1x4 072R.png,18,93,389,269
3037 roof tile 1x4 132R.png,139,77,279,306
3037 roof tile 1x4 116R.png,17,63,390,278
3037 roof tile 1x4 212L.png,55,6,280,400
3037 roof tile 1x4 160R.png,70,67,377,334
3037 roof tile 1x4 006L.png,83,52,294,300
3037 roof tile 1x4 031L.png,115,40,295,371
3037 roof tile 1x4 222R.png,49,100,372,302
3037 roof tile 1x4 315R.png,36,18,359,379
3037 roof tile 1x4 114R.png,42,63,361,323
3037 roof tile 1x4 372L.png,48,37,387,359
3037 roof tile 1x4 036R.png,75,79,271,348
3037 roof tile 1x4 087L.png,69,25,248,377
3037 roof tile 1x4 362L.png,14,77,361,352
3037 roof tile 1x4 116L.png,75,48,319,282
3037 roof tile 1x4 123L.png,76,28,372,372
3037 roof tile 1x4 049L.png,19,35,360,341
3037 roof tile 1x4 289R.png,15,29,397,359
3037 roof tile 1x4 112L.png,151,3,302,396
3037 roof tile 1x4 174L.png,14,2,364,380
3037 roof tile 1x4 296R.png,4,96,348,322
3037 roof tile 1x4 334L.png,32,16,365,368
3037 roof tile 1x4 295R.png,106,39,348,359
3037 roof tile 1x4 292R.png,35,24,311,375
3037 roof tile 1x4 178R.png,123,37,308,381
3037 roof tile 1x4 134R.png,31,114,347,289
3037 roof tile 1x4 156L.png,49,83,383,322
3037 roof tile 1x4 328R.png,8,123,389,327
3037 roof tile 1x4 287L.png,89,10,258,386
3037 roof tile 1x4 076L.png,83,0,340,395
3037 roof tile 1x4 178L.png,3,23,400,386
3037 roof tile 1x4 230R.png,97,2,295,371
3037 roof tile 1x4 224L.png,0,78,380,369
3037 roof tile 1x4 292L.png,23,21,380,393
3037 roof tile 1x4 337L.png,76,18,378,376
3037 roof tile 1x4 136L.png,32,71,351,309
3037 roof tile 1x4 138R.png,15,114,372,356
3037 roof tile 1x4 262L.png,0,95,369,312
3037 roof tile 1x4 058L.png,0,104,400,368
3037 roof tile 1x4 316L.png,22,123,400,289
3037 roof tile 1x4 106R.png,32,99,354,292
3037 roof tile 1x4 129R.png,126,96,325,301
3037 roof tile 1x4 271R.png,13,64,385,314
3037 roof tile 1x4 230L.png,22,0,369,388
3037 roof tile 1x4 173R.png,98,59,327,369
3037 roof tile 1x4 255R.png,107,10,268,389
3037 roof tile 1x4 099L.png,9,128,395,314
3037 roof tile 1x4 232R.png,42,81,389,315
3037 roof tile 1x4 030L.png,56,12,350,400
3037 roof tile 1x4 350R.png,31,160,370,320
3037 roof tile 1x4 309L.png,62,36,296,366
3037 roof tile 1x4 364L.png,39,91,380,290
3037 roof tile 1x4 102R.png,70,12,339,386
3037 roof tile 1x4 174R.png,88,18,368,375
3037 roof tile 1x4 217L.png,1,53,400,268
3037 roof tile 1x4 092L.png,6,80,375,318
3037 roof tile 1x4 293R.png,124,13,319,385
3037 roof tile 1x4 138L.png,2,109,389,361
3037 roof tile 1x4 221L.png,63,103,369,317
3037 roof tile 1x4 397R.png,43,76,322,331
3037 roof tile 1x4 273L.png,92,16,275,356
3037 roof tile 1x4 137R.png,57,23,342,392
3037 roof tile 1x4 389L.png,18,119,392,273
3037 roof tile 1x4 323L.png,12,97,392,289
3037 roof tile 1x4 090R.png,4,52,371,353
3037 roof tile 1x4 093R.png,8,139,396,311
3037 roof tile 1x4 084R.png,17,76,379,279
3037 roof tile 1x4 223R.png,26,59,354,312
3037 roof tile 1x4 147R.png,18,146,376,288
3037 roof tile 1x4 318R.png,6,43,390,327
3037 roof tile 1x4 016L.png,44,80,387,318
3037 roof tile 1x4 340R.png,12,101,383,274
3037 roof tile 1x4 029R.png,10,46,375,314
3037 roof tile 1x4 206L.png,55,63,323,367
3037 roof tile 1x4 052R.png,64,101,276,289
3037 roof tile 1x4 048L.png,0,85,393,305
3037 roof tile 1x4 248R.png,68,74,355,322
3037 roof tile 1x4 209L.png,78,38,326,385
3037 roof tile 1x4 369R.png,93,82,296,294
3037 roof tile 1x4 375R.png,11,50,391,362
3037 roof tile 1x4 077R.png,11,123,366,338
3037 roof tile 1x4 103R.png,89,42,374,373
3037 roof tile 1x4 056R.png,18,119,388,308
3037 roof tile 1x4 216L.png,70,0,354,389
3037 roof tile 1x4 235L.png,0,76,381,335
3037 roof tile 1x4 135L.png,32,8,400,377
3037 roof tile 1x4 378L.png,14,66,364,394
3037 roof tile 1x4 215R.png,15,153,384,304
3037 roof tile 1x4 334R.png,13,29,323,360
3037 roof tile 1x4 306R.png,12,92,392,233
3037 roof tile 1x4 030R.png,53,24,304,398
3037 roof tile 1x4 169R.png,93,8,310,391
3037 roof tile 1x4 102L.png,142,7,312,400
3037 roof tile 1x4 151R.png,11,124,391,324
3037 roof tile 1x4 037R.png,116,31,312,375
3037 roof tile 1x4 124R.png,10,21,331,368
3037 roof tile 1x4 057L.png,51,45,330,385
3037 roof tile 1x4 296L.png,18,90,347,331
3037 roof tile 1x4 255L.png,19,2,389,400
3037 roof tile 1x4 032R.png,54,26,365,323
3037 roof tile 1x4 159R.png,7,148,394,287
3037 roof tile 1x4 105L.png,22,20,389,309
3037 roof tile 1x4 113R.png,75,4,327,387
3037 roof tile 1x4 391L.png,37,26,383,324
3037 roof tile 1x4 377L.png,53,23,399,356
3037 roof tile 1x4 328L.png,53,115,371,333
3037 roof tile 1x4 169L.png,89,0,336,400
3037 roof tile 1x4 187L.png,0,96,395,263
3037 roof tile 1x4 065R.png,23,44,313,368
3037 roof tile 1x4 081R.png,6,108,390,256
3037 roof tile 1x4 270R.png,60,20,331,331
3037 roof tile 1x4 107L.png,42,34,399,367
3037 roof tile 1x4 267L.png,77,73,355,256
3037 roof tile 1x4 117R.png,16,83,395,301
3037 roof tile 1x4 336L.png,118,127,299,316
3037 roof tile 1x4 200R.png,38,32,380,328
3037 roof tile 1x4 103L.png,27,39,374,389
3037 roof tile 1x4 269R.png,41,13,379,346
3037 roof tile 1x4 387L.png,102,70,258,335
3037 roof tile 1x4 108L.png,56,86,397,314
3037 roof tile 1x4 060L.png,10,84,400,253
3037 roof tile 1x4 323R.png,108,100,327,288
3037 roof tile 1x4 270L.png,0,18,400,348
3037 roof tile 1x4 234R.png,6,107,335,308
3037 roof tile 1x4 164L.png,79,81,313,337
3037 roof tile 1x4 395R.png,35,20,369,381
3037 roof tile 1x4 117L.png,81,75,316,305
3037 roof tile 1x4 059L.png,17,88,392,297
3037 roof tile 1x4 346L.png,103,0,321,388
3037 roof tile 1x4 042L.png,19,88,399,310
3037 roof tile 1x4 056L.png,46,116,382,311
3037 roof tile 1x4 262R.png,16,101,323,307
3037 roof tile 1x4 130L.png,78,0,334,347
3037 roof tile 1x4 312R.png,14,8,332,351
3037 roof tile 1x4 024R.png,14,81,387,288
3037 roof tile 1x4 070L.png,87,75,337,332
3037 roof tile 1x4 250R.png,71,109,346,290
3037 roof tile 1x4 186L.png,1,135,393,269
3037 roof tile 1x4 140L.png,56,92,400,316
3037 roof tile 1x4 055L.png,5,92,400,304
3037 roof tile 1x4 146R.png,71,35,336,298
3037 roof tile 1x4 275R.png,5,81,392,284
3037 roof tile 1x4 240R.png,106,26,295,376
3037 roof tile 1x4 061L.png,0,70,383,263
3037 roof tile 1x4 231R.png,72,43,343,388
3037 roof tile 1x4 144R.png,42,38,349,336
3037 roof tile 1x4 065L.png,16,35,382,380
3037 roof tile 1x4 254L.png,94,0,361,400
3037 roof tile 1x4 246L.png,20,92,366,310
3037 roof tile 1x4 154L.png,0,75,360,321
3037 roof tile 1x4 012L.png,28,97,394,347
3037 roof tile 1x4 214R.png,89,6,331,366
3037 roof tile 1x4 344L.png,127,22,273,387
3037 roof tile 1x4 281L.png,4,65,365,332
3037 roof tile 1x4 208R.png,77,77,333,300
3037 roof tile 1x4 290R.png,98,66,329,256
3037 roof tile 1x4 016R.png,38,85,365,315
3037 roof tile 1x4 223L.png,17,53,400,315
3037 roof tile 1x4 123R.png,30,38,391,365
3037 roof tile 1x4 338L.png,106,10,363,381
3037 roof tile 1x4 049R.png,19,47,354,329
3037 roof tile 1x4 370R.png,18,99,387,305
3037 roof tile 1x4 023R.png,6,85,373,308
3037 roof tile 1x4 345L.png,73,22,306,394
3037 roof tile 1x4 196L.png,0,84,380,309
3037 roof tile 1x4 180L.png,0,124,393,341
3037 roof tile 1x4 158R.png,28,73,373,388
3037 roof tile 1x4 189L.png,44,54,400,331
3037 roof tile 1x4 210R.png,20,24,355,339
3037 roof tile 1x4 041L.png,17,94,398,329
3037 roof tile 1x4 034R.png,26,9,386,357
3037 roof tile 1x4 280L.png,20,112,400,307
3037 roof tile 1x4 144L.png,0,37,355,348
3037 roof tile 1x4 297L.png,32,84,400,306
3037 roof tile 1x4 071R.png,71,81,277,344
3037 roof tile 1x4 284L.png,4,30,380,317
3037 roof tile 1x4 015R.png,84,82,309,320
3037 roof tile 1x4 251L.png,85,28,346,382
3037 roof tile 1x4 205R.png,30,102,379,313
3037 roof tile 1x4 005R.png,27,102,354,295
3037 roof tile 1x4 303R.png,18,67,345,312
3037 roof tile 1x4 033R.png,57,22,279,391
3037 roof tile 1x4 353L.png,84,1,301,362
3037 roof tile 1x4 010R.png,27,111,391,301
3037 roof tile 1x4 000L.png,88,119,311,307
3037 roof tile 1x4 233R.png,98,11,307,361
3037 roof tile 1x4 218L.png,25,0,370,400
3037 roof tile 1x4 265L.png,0,94,385,292
3037 roof tile 1x4 325L.png,1,37,387,367
3037 roof tile 1x4 289L.png,123,16,292,360
3037 roof tile 1x4 009R.png,49,26,347,387
3037 roof tile 1x4 064L.png,82,16,386,371
3037 roof tile 1x4 080L.png,62,65,348,385
3037 roof tile 1x4 109L.png,21,0,385,393
3037 roof tile 1x4 326L.png,21,65,352,357
3037 roof tile 1x4 019L.png,7,80,371,271
3037 roof tile 1x4 356L.png,39,0,370,400
3037 roof tile 1x4 039R.png,52,85,362,294
3037 roof tile 1x4 185L.png,65,38,391,400
3037 roof tile 1x4 114L.png,50,59,396,333
3037 roof tile 1x4 149R.png,48,98,381,302
3037 roof tile 1x4 326R.png,4,72,340,347
3037 roof tile 1x4 307L.png,113,2,328,399
3037 roof tile 1x4 383R.png,25,42,347,374
3037 roof tile 1x4 035L.png,55,45,367,327
3037 roof tile 1x4 082R.png,9,100,397,287
3037 roof tile 1x4 272L.png,72,32,372,400
3037 roof tile 1x4 253L.png,14,23,375,303
3037 roof tile 1x4 198R.png,41,127,330,320
3037 roof tile 1x4 324L.png,57,62,381,334
3037 roof tile 1x4 239L.png,0,21,391,384
3037 roof tile 1x4 344R.png,15,31,388,375
3037 roof tile 1x4 300L.png,82,3,346,389
3037 roof tile 1x4 305R.png,8,118,394,261
3037 roof tile 1x4 314R.png,13,61,390,338
3037 roof tile 1x4 040L.png,25,38,400,334
3037 roof tile 1x4 038L.png,55,10,354,378
3037 roof tile 1x4 115R.png,19,71,384,318
3037 roof tile 1x4 073L.png,22,83,400,366
3037 roof tile 1x4 048R.png,96,97,321,308
3037 roof tile 1x4 268L.png,75,80,387,300
3037 roof tile 1x4 007L.png,44,96,386,311
3037 roof tile 1x4 271L.png,79,64,331,323
3037 roof tile 1x4 281R.png,8,71,340,322
3037 roof tile 1x4 092R.png,50,83,328,307
3037 roof tile 1x4 283L.png,18,11,380,375
3037 roof tile 1x4 130R.png,19,15,389,347
3037 roof tile 1x4 168R.png,56,49,378,359
3037 roof tile 1x4 192L.png,8,62,328,349
3037 roof tile 1x4 153L.png,4,51,400,293
3037 roof tile 1x4 352R.png,91,49,302,391
3037 roof tile 1x4 361R.png,27,97,398,297
3037 roof tile 1x4 327R.png,77,54,299,318
3037 roof tile 1x4 257R.png,96,21,355,369
3037 roof tile 1x4 133R.png,65,9,389,366
3037 roof tile 1x4 395L.png,80,14,382,387
3037 roof tile 1x4 252L.png,115,33,315,378
3037 roof tile 1x4 307R.png,91,13,317,389
3037 roof tile 1x4 337R.png,26,24,377,371
3037 roof tile 1x4 087R.png,2,43,391,374
3037 roof tile 1x4 176L.png,92,10,293,373
3037 roof tile 1x4 028L.png,104,3,282,400
3037 roof tile 1x4 135R.png,79,16,342,366
3037 roof tile 1x4 104L.png,3,27,400,368
3037 roof tile 1x4 191R.png,29,18,392,319
3037 roof tile 1x4 097R.png,40,44,321,354
3037 roof tile 1x4 261R.png,66,88,338,285
3037 roof tile 1x4 278R.png,23,77,374,280
3037 roof tile 1x4 124L.png,47,7,350,377
3037 roof tile 1x4 167L.png,19,105,400,304
3037 roof tile 1x4 338R.png,57,14,326,372
3037 roof tile 1x4 381L.png,135,19,313,378
3037 roof tile 1x4 360R.png,35,90,371,275
3037 roof tile 1x4 198L.png,0,123,400,331
3037 roof tile 1x4 086R.png,32,79,387,356
3037 roof tile 1x4 142R.png,13,142,366,336
3037 roof tile 1x4 100R.png,55,103,379,317
3037 roof tile 1x4 207L.png,39,115,361,335
3037 roof tile 1x4 183R.png,92,47,303,369
3037 roof tile 1x4 147L.png,2,142,400,295
3037 roof tile 1x4 393R.png,25,46,374,351
3037 roof tile 1x4 239R.png,111,23,348,367
3037 roof tile 1x4 321L.png,28,1,359,400
3037 roof tile 1x4 365L.png,4,117,391,296
3037 roof tile 1x4 075L.png,18,130,386,322
3037 roof tile 1x4 131R.png,10,73,395,309
3037 roof tile 1x4 142L.png,0,136,394,341
3037 roof tile 1x4 011R.png,31,94,374,271
3037 roof tile 1x4 076R.png,125,7,320,384
3037 roof tile 1x4 175L.png,14,59,383,354
3037 roof tile 1x4 009L.png,59,9,388,392
3037 roof tile 1x4 387R.png,16,71,382,321
3037 roof tile 1x4 378R.png,54,79,325,388
3037 roof tile 1x4 382R.png,27,45,368,282
3037 roof tile 1x4 132L.png,13,79,391,319
3037 roof tile 1x4 398R.png,10,71,395,313
3037 roof tile 1x4 161R.png,4,41,340,347
3037 roof tile 1x4 189R.png,41,67,366,329
3037 roof tile 1x4 339L.png,92,91,311,242
3037 roof tile 1x4 150L.png,118,22,360,383
3037 roof tile 1x4 398L.png,51,57,344,313
3037 roof tile 1x4 304R.png,5,159,379,302
3037 roof tile 1x4 010L.png,27,109,392,312
3037 roof tile 1x4 127R.png,8,103,388,356
3037 roof tile 1x4 055R.png,17,102,361,297
3037 roof tile 1x4 347R.png,155,47,319,328
3037 roof tile 1x4 184L.png,49,101,392,312
3037 roof tile 1x4 257L.png,56,9,359,376
3037 roof tile 1x4 000R.png,24,129,378,301
3037 roof tile 1x4 265R.png,19,96,344,285
3037 roof tile 1x4 121L.png,3,142,400,289
3037 roof tile 1x4 274R.png,66,3,294,388
3037 roof tile 1x4 122L.png,21,56,378,361
3037 roof tile 1x4 017R.png,7,100,332,307
3037 roof tile 1x4 085L.png,15,39,400,376
3037 roof tile 1x4 183L.png,41,42,376,388
3037 roof tile 1x4 007R.png,53,100,366,304
3037 roof tile 1x4 152L.png,10,45,391,400
3037 roof tile 1x4 276R.png,34,6,341,378
3037 roof tile 1x4 224R.png,74,93,299,365
3037 roof tile 1x4 317R.png,47,17,366,342
3037 roof tile 1x4 279L.png,162,21,312,380
3037 roof tile 1x4 298R.png,50,39,345,380
3037 roof tile 1x4 094L.png,67,52,400,369
3037 roof tile 1x4 113L.png,59,0,386,399
3037 roof tile 1x4 229L.png,57,34,300,342
3037 roof tile 1x4 204L.png,15,72,398,325
3037 roof tile 1x4 040R.png,96,50,306,335
3037 roof tile 1x4 241R.png,12,98,389,241
3037 roof tile 1x4 373L.png,54,69,316,248
3037 roof tile 1x4 393L.png,65,33,397,355
3037 roof tile 1x4 396L.png,95,27,288,350
3037 roof tile 1x4 181L.png,62,28,361,338
3037 roof tile 1x4 312L.png,54,2,325,365
3037 roof tile 1x4 019R.png,9,78,394,264
3037 roof tile 1x4 165L.png,19,21,356,360
3037 roof tile 1x4 075R.png,2,133,388,319
3037 roof tile 1x4 162L.png,21,57,400,324
3037 roof tile 1x4 218R.png,143,3,303,393
3037 roof tile 1x4 083L.png,0,105,387,303
3037 roof tile 1x4 182R.png,24,105,387,302
3037 roof tile 1x4 204R.png,97,76,329,317
3037 roof tile 1x4 358R.png,43,110,361,305
3037 roof tile 1x4 027L.png,6,138,400,318
3037 roof tile 1x4 046L.png,7,10,400,400
3037 roof tile 1x4 351L.png,14,14,382,358
3037 roof tile 1x4 357R.png,135,76,267,336
3037 roof tile 1x4 256R.png,55,22,321,335
3037 roof tile 1x4 343L.png,11,108,391,283
3037 roof tile 1x4 361L.png,71,92,395,303
3037 roof tile 1x4 318L.png,53,24,356,326
3037 roof tile 1x4 346R.png,38,3,366,383
3037 roof tile 1x4 006R.png,10,53,373,286
3037 roof tile 1x4 013L.png,92,81,288,291
3037 roof tile 1x4 122R.png,23,66,312,352
3037 roof tile 1x4 008L.png,53,24,323,400
3037 roof tile 1x4 225R.png,16,52,371,287
3037 roof tile 1x4 193R.png,20,101,340,300
3037 roof tile 1x4 203R.png,55,80,347,335
3037 roof tile 1x4 063L.png,15,28,372,349
3037 roof tile 1x4 080R.png,35,70,382,367
3037 roof tile 1x4 391R.png,32,37,368,323
3037 roof tile 1x4 367R.png,10,87,338,322
3037 roof tile 1x4 071L.png,5,65,400,343
3037 roof tile 1x4 207R.png,16,125,378,331
3037 roof tile 1x4 316R.png,25,125,383,281
3037 roof tile 1x4 054L.png,30,0,359,400
3037 roof tile 1x4 013R.png,18,82,374,279
3037 roof tile 1x4 341R.png,10,12,382,381
3037 roof tile 1x4 079R.png,57,14,322,393
3037 roof tile 1x4 267R.png,21,85,390,257
3037 roof tile 1x4 100L.png,49,97,400,323
3037 roof tile 1x4 047R.png,96,21,315,381
3037 roof tile 1x4 232L.png,57,72,400,320
3037 roof tile 1x4 039L.png,0,86,381,304
3037 roof tile 1x4 226L.png,32,58,400,326
3037 roof tile 1x4 020R.png,78,2,322,387
3037 roof tile 1x4 399R.png,22,16,351,389
3037 roof tile 1x4 236R.png,59,12,346,384
3037 roof tile 1x4 003L.png,6,124,399,345
3037 roof tile 1x4 242L.png,0,59,375,355
3037 roof tile 1x4 206R.png,40,66,384,352
3037 roof tile 1x4 001L.png,85,156,346,312
3037 roof tile 1x4 350L.png,0,156,400,325
3037 roof tile 1x4 358L.png,26,109,392,311
3037 roof tile 1x4 170R.png,21,43,373,298
3037 roof tile 1x4 359R.png,31,63,361,315
3037 roof tile 1x4 185R.png,79,39,324,395
3037 roof tile 1x4 146L.png,0,29,400,304
3037 roof tile 1x4 342R.png,109,29,314,389
3037 roof tile 1x4 384R.png,5,137,392,305
3037 roof tile 1x4 247R.png,122,88,295,272
3037 roof tile 1x4 259L.png,29,31,396,376
3037 roof tile 1x4 176R.png,16,17,379,355
3037 roof tile 1x4 226R.png,57,72,347,324
3037 roof tile 1x4 211L.png,74,28,364,378
3037 roof tile 1x4 248L.png,29,60,400,323
3037 roof tile 1x4 032L.png,5,8,384,322
3037 roof tile 1x4 242R.png,72,72,310,356
3037 roof tile 1x4 286L.png,19,121,389,264
3037 roof tile 1x4 177L.png,19,95,368,320
3037 roof tile 1x4 026R.png,37,37,387,353
3037 roof tile 1x4 127L.png,53,88,319,356
3037 roof tile 1x4 249L.png,0,88,394,264
3037 roof tile 1x4 368L.png,91,64,298,398
3037 roof tile 1x4 380R.png,5,44,373,335
3037 roof tile 1x4 145R.png,22,132,390,339
3037 roof tile 1x4 291L.png,93,77,317,352
3037 roof tile 1x4 164R.png,12,94,371,333
3037 roof tile 1x4 078R.png,14,74,386,332
3037 roof tile 1x4 045R.png,81,22,322,389
3037 roof tile 1x4 220R.png,19,70,324,341
3037 roof tile 1x4 018L.png,57,40,322,391
3037 roof tile 1x4 330R.png,51,74,322,245
3037 roof tile 1x4 051R.png,51,39,395,351
3037 roof tile 1x4 357L.png,0,65,396,339
3037 roof tile 1x4 034L.png,83,0,328,357
3037 roof tile 1x4 119L.png,0,50,348,337
3037 roof tile 1x4 110L.png,9,108,385,294
3037 roof tile 1x4 081L.png,21,104,386,258
3037 roof tile 1x4 134L.png,31,107,364,297
3037 roof tile 1x4 171R.png,45,101,372,296
3037 roof tile 1x4 157R.png,30,25,380,373
3037 roof tile 1x4 354L.png,44,18,286,395
3037 roof tile 1x4 282L.png,100,0,302,399
3037 roof tile 1x4 379R.png,73,57,356,356
3037 roof tile 1x4 332L.png,87,41,342,400
3037 roof tile 1x4 371R.png,115,111,273,291
3037 roof tile 1x4 304L.png,0,157,400,306
3037 roof tile 1x4 120R.png,30,63,344,375
3037 roof tile 1x4 219L.png,10,102,382,360
3037 roof tile 1x4 004L.png,0,29,384,384
3037 roof tile 1x4 216R.png,120,9,305,384
3037 roof tile 1x4 317L.png,38,1,354,342
3037 roof tile 1x4 194R.png,19,34,363,351
3037 roof tile 1x4 235R.png,70,88,310,337
3037 roof tile 1x4 258R.png,119,27,331,385
3037 roof tile 1x4 229R.png,7,48,377,337
3037 roof tile 1x4 145L.png,53,133,374,353
3037 roof tile 1x4 276L.png,68,0,309,395
3037 roof tile 1x4 012R.png,10,105,382,338
3037 roof tile 1x4 234L.png,1,100,355,314
3037 roof tile 1x4 163L.png,48,96,400,321
3037 roof tile 1x4 044L.png,75,17,281,388
3037 roof tile 1x4 059R.png,124,102,303,297
3037 roof tile 1x4 110R.png,84,111,299,290
3037 roof tile 1x4 205L.png,67,101,361,320
3037 roof tile 1x4 335L.png,23,0,358,400
3037 roof tile 1x4 156R.png,50,88,375,315
3037 roof tile 1x4 340L.png,74,97,347,283
3037 roof tile 1x4 131L.png,75,71,349,315
3037 roof tile 1x4 136R.png,7,76,394,303
3037 roof tile 1x4 088R.png,63,4,333,382
3037 roof tile 1x4 033L.png,51,6,364,397
3037 roof tile 1x4 213R.png,11,71,377,309
3037 roof tile 1x4 175R.png,24,65,328,343
3037 roof tile 1x4 106L.png,0,87,400,298
3037 roof tile 1x4 300R.png,53,13,383,384
3037 roof tile 1x4 184R.png,48,107,370,307
3037 roof tile 1x4 243R.png,2,36,357,321
3037 roof tile 1x4 329L.png,15,2,394,400
3037 roof tile 1x4 298L.png,25,24,304,388
3037 roof tile 1x4 101R.png,98,27,303,379
3037 roof tile 1x4 379L.png,0,41,359,357
3037 roof tile 1x4 210L.png,39,22,364,354
3037 roof tile 1x4 217R.png,27,61,376,263
3037 roof tile 1x4 089R.png,13,95,398,321
3037 roof tile 1x4 128L.png,24,0,315,375
3037 roof tile 1x4 109R.png,120,9,302,384
3037 roof tile 1x4 187R.png,66,108,327,261
3037 roof tile 1x4 221R.png,5,102,385,302
3037 roof tile 1x4 360L.png,30,86,394,277
3037 roof tile 1x4 050R.png,18,98,371,372
3037 roof tile 1x4 367L.png,4,79,395,327
3037 roof tile 1x4 057R.png,36,53,379,367
3037 roof tile 1x4 345R.png,8,34,381,377
3037 roof tile 1x4 125R.png,40,59,398,353
3037 roof tile 1x4 139L.png,106,41,351,357
3037 roof tile 1x4 052L.png,1,102,385,292
3037 roof tile 1x4 324R.png,49,71,386,328
3037 roof tile 1x4 266L.png,85,0,335,379
3037 roof tile 1x4 070R.png,14,73,382,316
3037 roof tile 1x4 002R.png,95,84,268,324
3037 roof tile 1x4 349L.png,38,0,382,400
3037 roof tile 1x4 027R.png,70,147,327,319
3037 roof tile 1x4 308R.png,35,48,396,350
3037 roof tile 1x4 272R.png,58,36,359,385
3037 roof tile 1x4 310L.png,72,70,327,331
3037 roof tile 1x4 385R.png,64,39,324,397
3037 roof tile 1x4 348L.png,99,82,292,265
3037 roof tile 1x4 148L.png,65,48,392,339
3037 roof tile 1x4 004R.png,126,41,289,381
3037 roof tile 1x4 370L.png,77,92,345,306
3037 roof tile 1x4 150R.png,4,32,386,374
3037 roof tile 1x4 192R.png,17,78,389,351
3037 roof tile 1x4 362R.png,43,90,382,353
3037 roof tile 1x4 171L.png,52,94,382,299
3037 roof tile 1x4 128R.png,79,10,331,363
3037 roof tile 1x4 376R.png,22,100,341,304
3037 roof tile 1x4 188L.png,93,83,384,342
3037 roof tile 1x4 172L.png,85,58,327,387
3037 roof tile 1x4 090L.png,83,49,307,370
3037 roof tile 1x4 108R.png,48,93,386,309
3037 roof tile 1x4 002L.png,0,70,391,324
3037 roof tile 1x4 155L.png,36,15,289,366
3037 roof tile 1x4 392R.png,51,60,392,378
3037 roof tile 1x4 064R.png,22,31,364,366
3037 roof tile 1x4 074R.png,15,5,337,362
3037 roof tile 1x4 241L.png,8,91,400,244
3037 roof tile 1x4 311R.png,56,17,350,332
3037 roof tile 1x4 107R.png,47,52,342,367
3037 roof tile 1x4 259R.png,98,36,353,363
3037 roof tile 1x4 068R.png,54,20,372,351
3037 roof tile 1x4 028R.png,71,17,353,389
3037 roof tile 1x4 273R.png,28,28,391,349
3037 roof tile 1x4 343R.png,92,119,315,283
3037 roof tile 1x4 121R.png,9,144,380,287
3037 roof tile 1x4 371L.png,11,106,382,293
3037 roof tile 1x4 336R.png,26,125,374,305
3037 roof tile 1x4 373R.png,18,84,377,248
3037 roof tile 1x4 165R.png,12,29,338,349
3037 roof tile 1x4 294L.png,4,53,365,328
3037 roof tile 1x4 382L.png,0,46,400,293
3037 roof tile 1x4 397L.png,3,64,394,339
3037 roof tile 1x4 287R.png,6,15,377,368
3037 roof tile 1x4 026L.png,14,37,328,371
3037 roof tile 1x4 389R.png,111,126,299,273
3037 roof tile 1x4 363R.png,3,159,383,304
3037 roof tile 1x4 314L.png,121,48,266,342
3037 roof tile 1x4 112R.png,4,18,388,390
3037 roof tile 1x4 308L.png,79,44,348,364
3037 roof tile 1x4 162R.png,48,72,323,324
3037 roof tile 1x4 333R.png,55,92,369,294
3037 roof tile 1x4 386L.png,40,0,396,373
3037 roof tile 1x4 095R.png,81,107,317,288
3037 roof tile 1x4 364R.png,6,98,385,282
3037 roof tile 1x4 038R.png,104,28,286,366
3037 roof tile 1x4 062R.png,72,143,318,289
3037 roof tile 1x4 051L.png,36,20,332,354
3037 roof tile 1x4 383L.png,45,25,346,378
3037 roof tile 1x4 244L.png,62,83,396,301
3037 roof tile 1x4 392L.png,74,56,329,387
3037 roof tile 1x4 177R.png,23,100,334,312
3037 roof tile 1x4 310R.png,8,84,368,324
3037 roof tile 1x4 256L.png,22,10,400,337
